Thales|Everything is water in one form or another.
Jean Baudrillard|Social theory is losing its very object as meanings, classes, and difference implode into a black hole of non-differentiation.
Richard Lewontin|Scientists and science are molded and used by the dominant social and economic forces in society; science is part of ideology.
Richard Lewontin|The reductionist view of the biological world is a reflection of the ideologies of the individualistic bourgeois revolutions of the eighteenth century.
Richard Lewontin|It is a mistake to atomize an organism into a bundle of traits; the organism should be treated as an integrated whole.
Richard Lewontin|Any entities in nature (molecules, genes, organisms, populations, species, ecosystems) that have variation, reproduction, and heritability may evolve.
Richard Lewontin|The genes and the environment work together with a division-of-labor model; separating out their causal contributions makes no sense.
Richard Lewontin|The organism is not determined by its genes/environment or by their interaction; it bears a significant mark of random processes.
Richard Lewontin|‘Spandrels’, hitchhiking, vestigial traits, and developmental constraints prove why assuming that every trait of every organism is adaptive is a mistake.
Richard Lewontin|It is not that organisms find environments/niches to adapt to, they construct them in a dialectical process; the environment of organisms is coded in their DNA.
Richard Lewontin|The organism influences its own evolution, by being both the object of natural selection and the creator of the conditions of that selection.
Richard Lewontin|The genes, in making possible the development of human consciousness, have surrendered their power to a new level of causation: social interaction.
Harry Frankfurt|A ‘person’ is someone who has second-order volitions – who cares about what desires they have.
Harry Frankfurt|Free action does not require that an agent “could have done otherwise”.
Harry Frankfurt|An agent is free when their first-order intentions causing action are in harmony with their reflective second-order intentions.
Harry Frankfurt|None of the modes of equality (of resources, welfare, opportunity, respect, rights, consideration, concern, etc.) is intrinsically valuable.
Harry Frankfurt|What is morally important with regard to money is that everyone should have enough (to be content) – not that they should have the same.
Harry Frankfurt|Egalitarian concerns can be alienating, distracting people from recognizing their authentic ambitions deriving from the character of their own lives.
Harry Frankfurt|Economic egalitarianism may be instrumentally valuable as a necessary condition for the attainment of goods that do genuinely possess intrinsic value.
Harry Frankfurt|Unlike liars, bullshitters have a complete disregard and carelessness for the truth; they are more harmful.
Bernard Williams|The possibility of knowledge of any kind depends upon the possibility of an ‘absolute conception’ of the world, maximally independent of human peculiarities.
Bernard Williams|The aim of objectivity in science is to approach as closely as possible to the absolute conception of the world, compensating for the distortions of observers.
Bernard Williams|There can be no external reasons for action; once they enter into our explanations of our actions, they become internal.
Bernard Williams|If there can be no external reasons for action, no absolute conception of ethics will be available to us.
Bernard Williams|Ethical truth can only be local and historically contingent (not timeless or universal), based on reasons deriving from people’s actual motives and practices.
Bernard Williams|Vulgar moral relativism is inconsistent: it attaches a nonrelative morality of toleration or non-interference to a view of morality as relative.
Bernard Williams|We blame people not only for what they have voluntarily done, but also for what they have done as a matter of luck (‘moral luck’).
Bernard Williams|A utilitarian assessment of duty is a form of alienation because the agent’s own welfare counts simply as someone’s welfare.
Bernard Williams|My freedom is reasonably not taken to include freedom from my past, my character, and my desires: I must see them as within the boundaries of the self.
Bernard Williams|Immortality is undesirable: one would either run out of aims to pursue and get bored, or pursue new aims that have nothing to do with one’s current self.
Bernard Williams|There is a distinction between the history of ideas (focusing on the historical context) and the history of philosophy which is part of philosophy.
Bernard Williams|Historically impoverished, reductionist styles of philosophy and science stand in the way of our understanding who we are.
Judith Jarvis Thomson|There is such a property as being a good K only if K is a ‘goodness-fixing’ kind (e.g. toasters, knifes, but not smudges).
Judith Jarvis Thomson|Things can be ‘good-modified’ as in “good for use in making cheesecake” or “good for Alfred” – a smudge can be “good for using in a Rorschach test”.
Judith Jarvis Thomson|There is no such thing as a good act, but only acts that are good in some respect (e.g. a moral respect).
Judith Jarvis Thomson|There are five kinds of goodness that are all natural properties: the useful, the skilful, the enjoyable, the beneficial, and the moral.
Judith Jarvis Thomson|Moral goodness is a matter of having character traits that promote the other kinds of goodness (particularly by being beneficial to oneself and others).
Judith Jarvis Thomson|The idea that we should act in such a way as to make the world better than it otherwise would have been is meaningless: there is no such relation as “better than”.
Judith Jarvis Thomson|Our evidence that moral hypotheses are true is that they would be explained by observation; the data explain the hypotheses.
Judith Jarvis Thomson|The right to life does not include the right to be given the bare minimum one needs for continued life, nor the right not to be killed.
Judith Jarvis Thomson|Having a right to life does not guarantee having a right to be given the use of another person’s body; abortion is not always morally impermissible.
Judith Jarvis Thomson|There are some cases in which the unborn person has a right to the use of its mother’s body, in which abortion is impermissible.
Judith Jarvis Thomson|There is no Principle of Moral Inertia – no prima facie duty to refrain from interfering with existing states of affairs just because they are so.
Judith Jarvis Thomson|When a passenger has to make the choice in the Trolley Problem, the doing/allowing status changes but our intuitions about the right choice do not.
Judith Jarvis Thomson|We may be allowed to better distribute a threat/good by doing something to it, but not by doing something to a person.
Judith Jarvis Thomson|The thesis that killing is worse than letting die cannot be used unconditionally; there are circumstances in which one may choose to kill.
Judith Jarvis Thomson|The thesis of temporal parts is absurd because it implies that material objects are constantly coming into existence ex nihilo.
Judith Jarvis Thomson|Artifacts are not identical to but rather constituted by quantities of stuff; the material parts can change while the artifact remains by keeping its shape.
Judith Jarvis Thomson|Reality is like an over-crowded attic, some of its contents interesting, and most junk – there is no need to deny the junk; we can simply leave it to gather dust.
Jacques Derrida|Writing is different from speech; the reader is absent when we write, and the author and his/her intentions are absent when we read.
Jacques Derrida|The legibility of the text is indifferent to the communicational parameters (context, speaker, receiver, message) it first had.
Jacques Derrida|The intended meaning of a text is incapable of being stabilized; rereading may activate new meanings (‘iteration’).
Jacques Derrida|Every text is riddled with gaps, holes, and contradictions (‘aporias’).
Jacques Derrida|The meaning of the words we use depends on their relationship to (difference from) the words we are not using.
Jacques Derrida|Meaning is always deferred in language; it depends on what else we say, which depends on what else we say, and so on.
Jacques Derrida|Meaning is not self-contained within the text, not even present to the author, because it is a matter of deferring and differing (‘différance’).
Jacques Derrida|We should expose the Platonistic dual hierarchies (good/evil, mind/body, etc.) in texts and mark them with new terms (‘deconstruction’).
Alvin Plantinga|Many rational (perceptual, logical, memory, etc.) beliefs do not require justification; similarly, theistic belief without justification is not irrational.
Alvin Plantinga|Warrant, not justification, is the property – or quantity – enough of which is what makes the difference between knowledge and mere true belief.
Alvin Plantinga|A belief has warrant just if it is produced by properly functioning cognitive faculties in an environment propitious for that exercise according to a design plan.
Alvin Plantinga|We humans may have a God-given faculty (“sensus divinitatis”) which produces in us theistic beliefs that are properly basic with respect to warrant.
Alvin Plantinga|There is a possible world in which maximal greatness is instantiated.
Alvin Plantinga|Necessarily, a being is maximally great only if it has maximal excellence in every world.
Alvin Plantinga|Necessarily, a being has maximal excellence in every world only if it has omniscience, omnipotence, and moral perfection in every world.
Alvin Plantinga|God did not bring into existence any states of affairs; God actualizes states of affairs, and could not have actualized logically impossible states of affairs.
Alvin Plantinga|A world containing creatures who are morally free is more valuable, all else being equal, than a world containing no free creatures at all.
Alvin Plantinga|If a person suffers from ‘transworld depravity’, then it isn’t within God’s power to actualize any world in which that person is free but does no wrong.
Alvin Plantinga|It’s possible that every essence suffers from transworld depravity; so it’s possible that God could not have created a world with moral good but no moral evil.
Alvin Plantinga|It’s possible that natural evil is due to the free actions of nonhuman persons (Satan) and it was not within God’s power to create a world with less evil.
Alvin Plantinga|The fact that the theist doesn’t know why God permits evil is a fact about the theist; it isn’t by itself relevant to the rationality of belief in God.
Alvin Plantinga|A successful atheological objection must be to the truth of theism (de facto), not to its rationality, justification, intellectual respectability, etc. (de jure).
Alvin Plantinga|According to the conjunction of naturalism and evolution, there would be many ways in which our beliefs could be false, but adaptive nonetheless.
Alvin Plantinga|The devotees of the conjunction of naturalism and evolution (N&E) have a defeater for just any belief they hold; N&E is self-defeating.
Luce Irigaray|Only one form of subjectivity exists in Western culture (religion, science, language, philosophy, psychoanalysis, etc.) and it is male.
Luce Irigaray|Women have historically been seen as “mother” (and “the other”) associated with nature, body, irrationality, and unthinking matter.
Luce Irigaray|Separating mind and body is unethical insofar as it perpetuates the division in culture between man/mind and woman/body.
Luce Irigaray|Science itself is biased towards categories typically personified as masculine (e.g. solids as opposed to fluids).
Luce Irigaray|Language systems are malleable, and largely determined by power relationships that are in flux.
Luce Irigaray|Inclusion of women in the current form of subjectivity is not the solution; there should be more than one subject position in language.
Luce Irigaray|Both sexes have to reconfigure their subjectivity so that they both understand themselves as belonging equally to nature and culture.
Luce Irigaray|Women are not, strictly speaking, a class and their dispersion in several classes makes their political struggle and their demands sometimes contradictory.
John Searle|Five types of speech acts: assertives (e.g. statements), directives (e.g. orders), commissives (e.g. promises), expressives (e.g. thanks), and declarations (e.g. hirings).
John Searle|There are indirect speech acts where the speaker performs one kind of speech act by means of performing another. (“You are standing on my foot.”)
John Searle|Mental states are intrinsic and irreducible features (emergent properties) of certain very complex kinds of biological system.
John Searle|Unless a mental state has the potential to be conscious, it does not qualify as genuinely mental.
John Searle|Consciousness is an on/off switch: you are either conscious or not, but once conscious, there can be different degrees of it, from drowsiness to alertness.
John Searle|The syntactic structure of computer programs is not sufficient (or necessary) for semantics; they do not have minds, understanding, or consciousness.
John Searle|Because mental states are biological, they can cause and be caused by physical changes in human bodies.
John Searle|Our experiences of free action contain both indeterminism and rationality; quantum mechanics must enter into the explanation of consciousness.
John Searle|It is false that every intentional state must have an object; the existence of hallucinations does not refute direct realism.
John Searle|Meanings are in the head of the speaker; they do not depend upon external, causal or contextual determinations.
John Searle|Language and other artifacts have intentionality derived from the ‘original/intrinsic intentionality’ of our conscious mental states.
John Searle|Signification is illocutionary; linguistic conventions are sufficient to endow intentional meaning, independent of the presence of the sender.
John Searle|Proper names function not as descriptions, but as pegs on which to hang (a sufficient but unspecified number of) descriptions.
John Searle|We-intentions (collective intentions) are held by individuals but they are not reducible to I-intentions.
John Searle|Objective social reality (games, money, language, etc.) is created by means of we-intentions.
John Searle|Human beings have the capacity to be motivated by desire-independent reasons for action (such as promises).
John Searle|It is possible to derive ‘ought’ from ‘is’ if we start from facts which concern human institutions (such as promises).
John Searle|Many animals have perceptual organs and behaviors similar to ours, so we find it irresistible to suppose that they have intentional states.
Jürgen Habermas|Philosophy must engage in a fully cooperative relationship with the social sciences and the empirical disciplines in general.
Jürgen Habermas|The ‘public sphere’ (modern European cafés, newspapers, etc.) is where all citizens engage in free critical debate and ‘public opinion’ is formed.
Jürgen Habermas|Formal legislative institutions must accurately represent and address deliberations going on in the informal public sphere.
Jürgen Habermas|Thanks to the ‘communicative power’ emerging from the public sphere, a community can both author and rationally abide by the law.
Jürgen Habermas|Mass consumer capitalism led to the ‘re-feudalization’ of the public sphere; corporations control the media and citizens become atomized consumers.
Jürgen Habermas|Reaching understanding is the inherent telos of speech; when actors speak with this sort of practical attitude, they engage in ‘communicative action’.
Jürgen Habermas|We understand a speech act when we know the kinds of reasons that a speaker could provide in order to convince a hearer.
Jürgen Habermas|Publicly defendable validity claims include claims to empirical truth, moral rightness, ethical authenticity, personal sincerity, and aesthetic value.
Jürgen Habermas|Many speech acts, including non-constatives, involve a set of tacit validity claims regarding their own sincerity, (social) rightness, and truth.
Jürgen Habermas|When disagreement persists we may transition to ‘discourse’ in which the validity claims that are always immanent within speech become explicit.
Jürgen Habermas|The ‘lifeworld’ is the domains of action (family, social interactions, culture, etc.) in which consensual modes of action coordination predominate.
Jürgen Habermas|‘Systems’ are the predefined situations (markets, bureaucracies, etc.) in which the demands of communicative action are relaxed, within legal limits.
Jürgen Habermas|The self-perpetuating logic of systems can, if unchecked, colonize and destroy the lifeworld: strategic action must be balanced by communicative action.
Jürgen Habermas|Ideal pragmatic presuppositions for dialectical procedures are full inclusion, equality, honesty, and non-coercion.
Jürgen Habermas|Only those action norms are valid to which all possibly affected persons could agree as participants in rational discourse. (Discourse principle)
Jürgen Habermas|For empirical truth claims, the objective world is the truth-maker; moral rightness, unlike truth, means ideal warranted assertibility.
Jürgen Habermas|Both believers and non-believers are involved in a complementary learning process, and translation makes demands on both sides.
Jürgen Habermas|Enlightenment is an unfinished project but the best hope for human emancipation is in a correction and completion of Enlightenment.
Richard Rorty|There is no absolute distinction between the contributions of language and the world to the truth of what we say.
Richard Rorty|Tools (a hammer or a belief or a statement) cannot take one out of touch with reality; no organism is ever more or less in touch with reality than others.
Richard Rorty|Knowledge is a matter of conversation and of social practice, rather than an attempt to mirror nature.
Richard Rorty|Our acculturation is what makes certain options live, or momentous, or forced, while leaving others dead, or trivial, or optional.
Richard Rorty|While “truth” has various important uses, it does not itself name a goal towards which we can strive, over and above warrant or justification.
Richard Rorty|Philosophy is not any longer a constructive discipline; it is an edifying one concerned to expose illusion and to keep the conversation going.
Richard Rorty|We should look forward to a post-Philosophical culture in which philosophy amounts to a study of the advantages of the various ways of talking.
Richard Rorty|We need different non-essentialist descriptions of ourselves for predicting and controlling ourselves, for deciding what to do, what meaning our lives shall have.
Richard Rorty|Intellectual and moral progress are best described by metaphors of (creative) evolutionary development, not metaphors of progressively less distorted perception.
Richard Rorty|Social-political movements do not need philosophical foundations; all philosophers can do is to offer pieces of special-purpose ammunition.
Richard Rorty|Our incorrigibility about our mental states is not infallibility, but only systematic invulnerability to correction by others under most circumstances.
Richard Rorty|“What is the nature of the mind?” is not a good question; what needs to be explained is simply our behavior, our perceptual/introspective reports.
Richard Rorty|The mental-physical distinction is a cultural artifact; our concept of mind is a blur to be discarded in favor of smaller, handier, more useful concepts.
Richard Rorty|The ineffability of the mental serves the same cultural function as the ineffability of the divine – it vaguely suggests that science does not have the last word.
Jerry Fodor|Every event that falls under a special science predicate also falls under a physical predicate, but not vice versa.
Jerry Fodor|The special sciences are ‘autonomous’ with their irreducible generalizations about irreducible and casually efficacious higher-level properties.
Jerry Fodor|Brain states are like computer states, capable of representation in virtue of causal connections with the world.
Jerry Fodor|Thought draws upon brain states which function as sentence-like representations – an innate ‘language of thought’ (‘mentalese’).
Jerry Fodor|The causal roles that define mental properties are provided by empirical psychology – not by commonsense psychology or analyses of the meanings of mental terms.
Jerry Fodor|Linguistic form recognition can’t be context-driven because context doesn’t determine form; it must be carried out by largely encapsulated processes.
Jerry Fodor|Cognitive input systems (for perception and language) are modules: domain-specific computational systems with informational encapsulation.
Jerry Fodor|Confirmation in science is isotropic: everything that the scientist knows is, in principle, relevant to determining what else they ought to believe.
Jerry Fodor|Confirmation in science is Quineian: the degree of confirmation of a hypothesis is sensitive to global properties of the entire belief system.
Jerry Fodor|The brain’s central systems of belief fixation, thought, etc. must be isotropic and Quineian, thus domain-neutral, unencapsulated, non-modular.
Jerry Fodor|It is only the modular cognitive systems that we have any hope of understanding; there is nothing to know about the central systems with universal connectivity.
Jerry Fodor|All cognitive psychologies thus far proposed, modular or not, imply epistemic boundedness (constraints on the beliefs that we can entertain).
Jerry Fodor|The complexity of our minds is irrelevant to the question of whether they’re the products of natural selection.
Jerry Fodor|The theory of natural selection cannot predict/explain what traits are selected-for and what traits are free-riders.
Thomas Nagel|We cannot altogether abandon our subjectivity and fully objectify our knowledge (from a ‘view from nowhere’).
Thomas Nagel|Objective knowledge about an organism’s behaviour and physiology does not allow us to form a conception of its subjective experience.
Thomas Nagel|Materialism is incomplete even as a theory of the physical world, since the physical world includes conscious organisms.
Thomas Nagel|Any evolutionary account of the place of reason presupposes reason’s validity and cannot confirm it without circularity.
Thomas Nagel|Consciousness, reason, and value cannot be products of evolution; they might be among the basic aspects of the universe, guiding evolution.
Thomas Nagel|Ethics is a branch of psychology; susceptibility to certain motivational influences, including altruism, is a condition of rationality.
Thomas Nagel|We do not have to choose between utilitarianism, theories of individual rights, and egalitarianism; a plausible social morality will show the influence of them all.
Thomas Nagel|There are prudential, rational, timeless, internal reasons for action, independent of our current concerns.
Thomas Nagel|Reasons for action are impersonal; if I act in some way on my own behalf, I should act the same way on behalf of others similarly situated.
Thomas Nagel|Only beings capable of practical reason can recognize value but once they recognize it, they find it in the lives of creatures without reason or consciousness.
Thomas Nagel|There is no crucial experiment to establish/refute moral realism; its validity is a comparative matter, as it is in other domains (science, history, etc.).
Thomas Nagel|There are four types of moral luck: resultant luck, circumstantial (situational) luck, causal luck, and constitutive luck.
Thomas Nagel|When we take an external view of ourselves and recognize what we do as arbitrary, it does not disengage us from life; there lies our absurdity.
Thomas Nagel|If there is no reason to believe that anything matters, then that doesn’t matter either; we can approach our absurd lives with irony instead of heroism or despair.
Thomas Nagel|Given a knockdown argument for an intuitively unacceptable conclusion, one should assume there is probably something wrong with the argument.
Sandra Harding|Subjects of knowledge are embodied and socially located; ‘strong objectivity’ requires that they be placed on the same critical plane as the objects of knowledge.
Sandra Harding|The “scientific world view” is, in fact, a view of (dominant groups in) modern, Western societies.
Sandra Harding|Trees, rocks, and electrons appear to natural scientists only as they are already socially constituted, like humans appear to the social scientist.
Sandra Harding|A maximally critical study of scientist communities can be done only from the perspective of those who have been marginalized by such communities.
Sandra Harding|A detached (gender-free) position fails to do justice to facts that women are epistemically privileged with (such as sexual harassment).
Sandra Harding|Starting off research from women’s lives will generate less partial and distorted accounts, not only of women’s lives, but also of the whole social order.
Sandra Harding|Feminist knowledge has started off from women’s lives, but there is no typical or essential woman’s life from which feminisms start their thought.
Sandra Harding|The notion of objectivity is useful in deciding which feminisms generate less partial and distorted accounts of nature and social life.
Sandra Harding|Men, too, must contribute forms of feminist knowledge from their particular social situation, beginning first from women’s lives.
Carol Gilligan|Women tend to assign more importance to the responsibilities arising from personal relationships than to the more abstract claims of justice.
Carol Gilligan|We should accept an ‘ethics of care’ which structures private life in addition to the more ‘masculine’ ethics of rights and duties.
David Hull|We cannot simply apply notions of mathematics and physics to the life sciences; we must think in terms of change, of development.
David Hull|Each species is an individual rather than a kind; the relation between an organism and a species is that of part to whole, not member to kind.
David Hull|Since ‘Homo sapiens’, like all species, is an individual and not a kind, there is no property that defines the essence of humanity.
David Hull|The logical empiricist analysis of reduction is not very instructive in the case of understanding the relationship between Mendelian and molecular genetics.
David Hull|The appropriate levels in biology are not genes, organisms, and species, but replicators, interactors, and lineages.
David Hull|‘Interactors’ are those entities that interact as cohesive wholes with their environments in such a way as to make replication differential.
David Hull|Genes are both replicators and interactors; they are not riding around in helpless and hapless “vehicles”.
David Hull|Organisms are not as discrete, unitary, and well organized as we assume; entities more inclusive than single organisms can act as interactors.
David Hull|Many features of science stem from the interaction between the reward system of citation and its social context (competition, cooperation, etc.).
David Hull|Scientists, like organisms and genes, act altruistically and cooperatively, because altruism at one level is inclusive self-interest at another.
Alvin Goldman|True belief is knowledge only if those aspects of the world which make it true are appropriately involved in causing it to exist.
Alvin Goldman|The causal theory of knowledge allows cases in which there is an appropriate causal connection while there is a lack of knowledge.
Alvin Goldman|Knowledge is true belief that has been generated by a reliable belief-producing mechanism.
Alvin Goldman|Social structures may either contribute to, or interfere with, the discovery and dissemination of truths.
Alvin Goldman|In mental state attribution, one’s own mental states are being used to simulate the workings of the target mental state.
Eli Hirsch|We have many possible existential quantifiers used in different frameworks in natural language.
Eli Hirsch|There is a single reality but it consists of unstructured facts that we carve up differently with our different existential quantifiers.
Robert Nozick|The strongest reason to advocate a libertarian society is that such advocacy follows from a respect for individual rights.
Robert Nozick|Individuals are self-owners; they have rights to their lives, liberty, and the fruits of their labor.
Robert Nozick|The endorsement of the imposition of sacrifices on individuals for social good fails to recognize the status of individuals as ends-in-themselves.
Robert Nozick|Patterned conceptions of distributive justice cannot be reconciled with the individual liberty to make voluntary, consensual transactions.
Robert Nozick|Just outcomes are those arrived at by the separate just actions of individuals; a particular distributive pattern is not required for justice.
Robert Nozick|The various programs of the modern liberal welfare state (e.g. taxation) are immoral because they make slaves of the citizens of such a state.
Robert Nozick|Only a ‘minimal state’, limited to the narrow functions of protection against force, theft, fraud, enforcement of contracts, and so on, is justified.
Robert Nozick|We would not want to live as plugged into a machine that would give us preprogrammed pleasurable experiences; what we desire is to live in contact with reality.
Robert Nozick|Knowledge is true belief that tracks the truth by varying according to the state of things in close possible worlds.
Saul Kripke|The descriptions that are candidates for the putative descriptive meaning of a name do not have the same modal profile as the name.
Saul Kripke|There are rigid designators, names/descriptions that refer to the same thing in all possible worlds, which allow essentialist theses.
Saul Kripke|Ordinary proper names are rigid designators of ordinary things, thanks to fixations by ‘initial baptisms’.
Saul Kripke|Natural kind terms are rigid designators: if “water” refers in the actual world to H₂O then it refers in all counterfactual situations to stuff with the same structure.
Saul Kripke|There are empirical necessary truths. (e.g. “Water is H₂O.”)
Saul Kripke|There are contingent a priori truths. (e.g. “Jack the Ripper is the man responsible for the East End murders.”)
Saul Kripke|There are three types of essential necessity: origin, substance, and form.
Saul Kripke|A has the “identity” property of being necessarily identical with A; if A = B, they share all their properties, so the identity must also be necessarily true.
Saul Kripke|Pain without physical realization (and vice versa) is conceptually possible; mental states are not identical to states of the nervous system.
Saul Kripke|For any given world W, there is some subset W' of W such that each element of W' is accessible from W; these are the worlds that are possible relative to W.
Saul Kripke|There is a single, semantically coherent and meaningful Liar Sentence, but it is neither true nor false; it falls into a ‘truth value gap’.
Larry Laudan|The history of science is full of empirically successful theories that are shown to be false/non-referential; therefore, our current theories are likely to be false/non-referential.
Larry Laudan|The aim of science is to secure theories with a high problem-solving effectiveness – a goal which (unlike truth) is not transcendent and unassessable.
Larry Laudan|A change from an empirically well-supported theory to a less well-supported one could be progressive if the latter resolved more conceptual problems.
Larry Laudan|The logic of acceptance/rejection is too restrictive: a theory may not yet be worthy of acceptance but its progress may well warrant further pursuit.
Larry Laudan|The co-existence of rival research traditions is the rule rather than the exception; there is a continuous struggle taking place at any time.
Larry Laudan|There is no fundamental difference in kind between scientific and other forms of intellectual inquiry; all are subject to empirical and conceptual constraints.
Larry Laudan|Aims, methods, and theories in science justify each other in no hierarchical order within an ever-changing network. (‘reticulated model’)
Larry Laudan|The displacement of the idea that facts and evidence matter by the idea that everything is subjective is the most pernicious manifestation of anti-intellectualism.
Bas van Fraassen|The aim of science is not to be identified with individual scientists’ motives.
Bas van Fraassen|Science aims to give us theories which are empirically adequate; and acceptance of a theory involves as belief only that it is empirically adequate.
Bas van Fraassen|Scientific activity is one of construction of models that must be adequate to observable phenomena, and agnostic about truth concerning the unobservable.
Bas van Fraassen|Using a theory involves “immersing” oneself in its world and language; it need not entail a commitment to its entire ontology.
Bas van Fraassen|What counts as observable depends on the epistemic community: observable is observable-to-us by unaided perception (without a microscope, etc.).
Bas van Fraassen|The pragmatic virtues (elegance, simplicity, scope, explanatory power) of a theory can be guides but they are not indicators of its truth.
Bas van Fraassen|The success of scientific theories is no miracle: they are born into a life of fierce competition, and only the successful ones survive.
Bas van Fraassen|It may be that all the potential explanations we have are bad, and hence we would be unwise to believe that one of those is the true one.
Bas van Fraassen|Explanation goes beyond what science reveals to us: it cannot occur unless an appropriate question, offered in a particular context, is provided.
Bas van Fraassen|Universality is not enough to make a truth a law of nature; there are merely incidental or accidental regularities. (e.g. “There are no rivers of milk”.)
Bas van Fraassen|Science does not certify that claims about causation, laws of nature, and other counterfactuals represent objective, context-independent truths.
Frank Jackson|Even complete physical knowledge about color vision cannot contain the sensual information (qualia) we get when we experience colors: physicalism is false.
Frank Jackson|It is possible that certain properties (qualia) of certain mental states make a difference to other mental states though not to anything physical.
Frank Jackson|To be in a phenomenal state is to represent objective properties; a complete physicalist account for seeing colors is possible.
Frank Jackson|Using mental state terms increases our ability to make successful predictions and explanations; mental states are functional properties.
Frank Jackson|We make moral decisions based on factual information, we debate ethical issues, etc.; ethical sentences express truth-apt propositions.
Frank Jackson|No two completely specified situations that differ in their ethical properties can be exactly alike in their descriptive properties.
Frank Jackson|Supervenience entails that ethical properties are descriptive; they can be picked out without using ethical expressions.
Frank Jackson|Ethical terms pick out the properties that play a certain role in the conceptual network determined by ‘mature folk morality’ (after critical reflection).
David Lewis|Worlds that are merely possible are just as real as the actual world we happen to live in; these worlds are separate space-times.
David Lewis|Essentialist claims draw upon similarities between different, but similar, things (counterparts) in different worlds.
David Lewis|The truth condition of an indicative sentence is the set of possible worlds in which it is true.
David Lewis|Counterfactuals are claims to the effect that the consequent is true in the possible worlds which are ‘closest to’ the actual world (except for the antecedent).
David Lewis|Our beliefs about what is possible/impossible concern the worlds that are altogether separate from ours, about which we can have quasi-inductive knowledge.
David Lewis|All there is to the world is a vast mosaic of local matters of particular fact, just one little thing and another. (‘Humean supervenience’)
David Lewis|The fundamental facts about the actual world are physical facts; no fundamental fact about actual reality would be “left out” by an ideal physics.
David Lewis|Laws of nature are the generalizations within collections of truths that perform better than other collections in terms of simplicity and strength.
David Lewis|Where C and E are two distinct actual events, E causally depends on C if and only if, if C were not to occur E would not occur.
David Lewis|Shape properties must be explained in terms of non-indexed properties of temporal parts.
David Lewis|Insofar as our mental states are causes of our physical actions, they too are physical, because physics is a ‘closed’ science.
David Lewis|Supervenience guarantees the reduction of the mental to the physical.
David Lewis|Mental-physical state identities should be restricted to species or even particular organisms.
David Lewis|Mental state terms can be implicitly defined by the Ramsey sentences of our folk theory, specifying causal relations without any mental state terms.
David Lewis|Having the ability to do otherwise in a deterministic world does not entail having the ability to break the laws of nature.
David Lewis|When you have all the objective knowledge about color vision, seeing a new color is not new factual knowledge but a new skill.
David Lewis|Language is grounded in convention (regularities in action and belief that solve coordination problems) of truthfulness (for speakers) and trust (for hearers).
Richard Boyd|The historical progress of the mature sciences is a matter of successively more accurate approximations to the truth about both observable and unobservable phenomena.
Richard Boyd|Purely physical objects, states, properties, etc. need not have definitions in “the vocabulary of physics” or in any other reductive vocabulary.
Richard Boyd|“Cause” refers to natural phenomena whose analysis is a matter for scientists rather than a matter of reductive conceptual analysis.
Richard Boyd|Like healthiness, goodness is a complex natural property that is not directly observable, but nonetheless has a robust causal profile.
Richard Boyd|Moral values are best conceived as natural properties to be identified by inquiries in anthropology and sociology.
Richard Boyd|Moral values are explanatory properties. (e.g. Hitler’s wickedness is part of the explanation of the Holocaust.)
Richard Boyd|The explanatory role of moral values is to guide the identification of the natural properties which underpin this role.
Richard Boyd|Our moral theories and background beliefs are justified together by their overall coherence, like scientific theories and background beliefs.
Richard Boyd|The utilitarian principle provides the basis for a naturalistic treatment of moral values.
John McDowell|Experiences must have propositional contents given that they justify beliefs about the external world.
John McDowell|The conceptual content in experiences is (Kantian) intuitional, not propositional; it entitles us to take things to be so – whether we do is a further question.
John McDowell|The epistemic grounds one has for one’s world-directed judgments are different than those available to one when one hallucinates.
John McDowell|The infallibly knowable fact of a seeming can be taken disjunctively, as constituted either by the fact that things are thus and so or by a mere seeming.
John McDowell|All true ‘thinkables’ (possible objects of thought) are (identical with) facts (at the level of sense).
John McDowell|Language is not just for communication; it is also a repository of tradition, a store of historically accumulated wisdom about what is a reason for what.
John McDowell|We are animals who develop an irreducible, rational ‘second nature’ through language and upbringing, exercising spontaneity and agency.
John McDowell|There are cases where the requirement imposed by the situation and detected by the agent must exhaust their reason for acting as they do.
John McDowell|‘Properly brought up’ people are motivated to do what is required simply by recognizing an obligation, without deliberation.
John McDowell|In moral conversions, a new awareness of external reasons for action creates a shift in motivation.
John McDowell|The fact that the identity of moral values is dependent (like colors) upon a human point of view does not undermine their reality.
Tim Scanlon|An act is wrong if it is disallowed by any set of principles that no one could reasonably reject as a basis for informed, unforced, general agreement.
Tim Scanlon|It is reasons for action that are fundamental in the construction of justice.
Tim Scanlon|In order for there to be truths about reasons, it is not necessary for normative facts to have a kind of metaphysical reality.
Tim Scanlon|Reasons for action are not dependent upon desires (in the directed-attention sense); finding such reasons motivates desires.
Tim Scanlon|Reasons for action are sensitive to contextual considerations; they can sometimes be undermined.
Tim Scanlon|We start from our ordinary common-sense moral judgements and then refine them with our understanding of the world.
Tim Scanlon|There is a core of fundamental human rights, and there are judgements which exhibit a degree of cultural relativity.
Tim Scanlon|The objectivity of reasons for belief and action does not require uniformity of thought and practice; there can be different priorities.
Tim Scanlon|The concept of well-being has less importance than is commonly supposed and there is little to be gained by constructing a theory of it.
Tim Scanlon|Equality is an important political goal but most of the reasons for favoring it can be traced back to fundamental values other than equality itself.
Tim Scanlon|A moral idea of substantive equality may be required to prevent stigmatizing differences in status, to preserve procedural fairness, etc.
